,fact,dt,10_metre_V_wind_component,Snow_density,Snowfall,Visibility,Surface_pressure,Convective_precipitation,Visual_cloud_cover,Total_cloud_cover,Precipitation_type,Instantaneous_10_metre_wind_gust,Medium_cloud_cover,Total_precipitation_rate,Convective_available_potential_energy,10_metre_U_wind_component,Skin_temperature,2_metre_temperature,Surface_solar_radiation_downwards,Wind_speed,Low_cloud_cover,Snow_depth,High_cloud_cover,Evaporation,Wind_Direction,2_metre_dewpoint_temperature,Total_precipitation,2_metre_relative_humidity,Clear_sky_direct_solar_radiation_at_surface,Snow_height,dayofyear,hours
11172,3828.0,2022-07-11 10:00:00,0.38,0.0,0.0,24135150.061,95803.7,0.0,54.5244989,54.52,255.0,0.0,1.31,0.0,335.64,3.4,6.3752628,27.5,0.3,16.7471,54.52,0.0,5.16,0.0,28.4,11.2,0.0,36.0,20780251.2,0.0,192,10
11173,3595.0,2022-07-11 12:00:00,0.47,0.0,0.0,24134808.0627,95868.0,0.0,70.3229994,71.42,255.0,0.0,6.78,0.0,752.76,4.7,6.2651125,25.3,0.3,17.1649,70.32,0.0,30.47,0.0,25.2,13.5,0.0,48.0,0.0,0.0,192,12
11174,3512.0,2022-07-11 13:00:00,0.36,0.0,0.0,24135093.3258,95873.5,0.0,41.0107053,55.86,255.0,0.0,32.52,0.0,999.93,5.6,6.2651125,24.2,0.3,17.3035,19.24,0.0,51.83,0.0,23.8,14.9,0.0,56.0,1280016.0,0.0,192,13
11175,3155.0,2022-07-11 14:00:00,0.34,0.0,0.0,24134647.9858,95873.8,0.0,2.997888,5.13,255.0,0.0,3.0,0.0,1159.77,6.2,6.2788441,23.9,0.3,17.4035,0.39,0.0,4.91,0.0,23.8,15.8,0.0,61.0,2522664.0,0.0,192,14
11176,2119.0,2022-07-11 15:00:00,0.54,0.0,0.0,24134986.7203,95884.6,0.0156,0.0,1.88,255.0,0.0,0.0,0.0,1105.81,4.1,6.2788441,21.8,0.3,17.4035,0.0,0.0,1.88,0.0,21.2,16.8,0.0,73.0,3186144.0,0.0,192,15
11177,960.0,2022-07-11 16:00:00,-0.1,0.0,0.0,24134724.3637,95927.3,0.0156,0.0,0.0,255.0,0.0,0.0,0.0,780.49,1.1,6.2788441,19.0,0.3,17.3826,0.0,0.0,0.0,0.0,17.9,16.1,0.0,83.0,3297600.0,0.0,192,16
11178,180.0,2022-07-11 17:00:00,-0.5,0.0,0.0,24134897.8607,96002.5,0.0156,0.0,0.15,255.0,0.0,0.0,0.0,512.79,1.2,6.3255578,17.2,0.3,17.3431,0.0,0.0,0.15,0.0,16.1,15.4,0.0,89.0,3297600.0,0.0,192,17
11179,70.0,2022-07-11 18:00:00,-0.96,0.0,0.0,24134741.7816,96035.5,0.0156,0.0,2.22,255.0,0.0,0.0,0.0,277.84,1.2,6.3255578,16.5,0.3,17.2035,0.0,0.0,2.22,0.0,15.5,15.2,0.0,92.0,3739622.4,0.0,192,18
11188,20.0,2022-07-12 03:00:00,-0.65,0.0,0.0,24134696.7575,96191.9,0.0,0.0,16.47,255.0,0.0,0.0,0.0,186.69,3.5,6.3780156,19.7,0.3,16.1963,0.0,0.0,16.47,0.0,20.2,15.4,0.0,76.0,1951718.4,0.0,193,3
11189,171.0,2022-07-12 04:00:00,-0.49,0.0,0.0,24134959.549,96193.2,0.0,0.2768833,2.63,255.0,0.0,0.28,0.0,674.3,4.4,6.3840601,22.1,0.3,16.2963,0.0,0.0,2.63,0.0,22.9,15.8,0.0,68.0,3685248.0,0.0,193,4
11190,598.0,2022-07-12 05:00:00,-0.02,0.0,0.0,24134942.8879,96181.0,0.0,2.2050539,2.47,255.0,0.0,2.21,0.0,972.02,4.2,6.3901965,24.1,0.3,16.415,0.0,0.0,2.47,0.0,25.0,15.8,0.0,60.0,5939481.6,0.0,193,5
11191,1548.0,2022-07-12 06:00:00,0.47,0.0,0.0,24134956.2469,96179.4,0.052,0.4949797,0.49,255.0,0.0,0.49,0.0,1139.0,4.1,6.4007729,25.5,0.3,16.615,0.0,0.0,0.15,0.0,26.7,15.7,0.0625,55.0,7170969.6,0.0,193,6
11192,2503.0,2022-07-12 07:00:00,0.69,0.0,0.0,24134981.4209,96198.2,0.167,9.4073451,10.1,255.0,0.0,2.43,0.0,1220.77,4.4,6.4061015,25.9,0.3,16.8359,8.16,0.0,0.15,0.0,27.2,16.0,0.1875,55.0,11457417.6,0.0,193,7
11193,3196.0,2022-07-12 08:00:00,0.89,0.0,0.0,24134806.2576,96235.3,0.3341,18.2445298,18.29,255.0,0.0,4.94,0.0,1174.76,4.5,6.4161015,26.2,0.3,17.0608,14.58,0.0,0.49,0.0,27.6,15.8,0.25,53.0,14487897.6,0.0,193,8
11194,3184.0,2022-07-12 09:00:00,0.91,0.0,0.0,24135218.7042,96238.9,0.4628,9.1829913,9.85,255.0,0.0,4.75,0.0,1136.12,4.5,6.4240796,26.5,0.3,17.2826,7.21,0.0,0.15,0.0,27.6,15.7,0.1875,52.0,17505273.6,0.0,193,9
11195,3527.0,2022-07-12 10:00:00,0.64,0.0,0.0,24135218.3197,96234.3,0.5642,7.5128747,7.99,255.0,0.0,5.0,0.0,1111.74,4.5,6.4340796,26.7,0.3,17.5222,6.77,0.0,0.0,0.0,27.7,15.7,0.1875,51.0,20363241.6,0.0,193,10
11196,2039.0,2022-07-12 12:00:00,1.02,0.0,0.0,24134976.2726,96211.7,0.0,10.6011282,10.93,255.0,0.0,5.29,0.0,984.24,4.2,6.6194128,26.7,0.3,17.9982,7.77,0.0,0.0,0.0,27.2,15.4,0.0,50.0,0.0,0.0,193,12
11197,196.0,2022-07-12 13:00:00,0.93,0.0,0.0,24134887.6099,96172.5,0.0,5.6810226,6.67,255.0,0.0,4.84,0.0,930.37,3.9,6.6329669,26.5,0.3,18.1231,2.89,0.0,0.63,0.0,26.7,15.6,0.0,51.0,3481488.0,0.0,193,13
11198,128.0,2022-07-12 14:00:00,0.48,0.0,0.0,21566196.94,96149.8,0.191,7.4274258,9.69,255.0,0.1373156,4.02,0.0001,1550.47,4.2,6.6822104,24.8,0.3,18.2844,5.82,0.0,4.17,0.0,24.4,18.2,0.1875,67.0,4427136.0,0.0,193,14
11199,207.0,2022-07-12 15:00:00,-0.36,0.0,0.0,19903432.953,96133.2,0.7427,36.4788744,36.48,255.0,0.2180964,1.89,0.0001,1498.11,2.1,6.70402,21.8,0.3,18.3094,34.87,0.0,3.88,0.0,21.0,19.2,0.4375,85.0,4808160.0,0.0,193,15
11200,640.0,2022-07-12 16:00:00,-0.7,0.0,0.0,24134932.6416,96191.9,0.8761,54.7850916,54.79,255.0,0.0,4.47,0.0,1005.17,1.8,6.7233316,19.9,0.3,18.2875,53.13,0.0,2.0,0.0,19.0,18.0,0.0625,89.0,4808160.0,0.0,193,16
11201,475.0,2022-07-12 17:00:00,-0.28,0.0,0.0,24135346.7133,96203.3,0.9154,85.1495035,85.21,255.0,0.0,1.77,0.0,670.49,1.3,6.7233316,18.9,0.3,18.1875,85.15,0.0,2.79,0.0,17.9,17.2,0.0,90.0,4808160.0,0.0,193,17
11202,147.0,2022-07-12 18:00:00,-0.53,0.0,0.0,19823511.4139,96195.8,1.218,83.2684691,85.03,255.0,0.2180964,0.35,0.0003,478.47,1.4,6.7233316,18.6,0.3,18.0875,83.27,0.0,12.86,0.0,18.0,17.1,0.375,91.0,5432544.0,0.0,193,18
11212,148.0,2022-07-13 04:00:00,0.0,0.0,0.0,24135199.1211,96199.3,2.8015,46.7110203,75.36,255.0,0.0,46.71,0.0,652.97,3.7,6.7874633,20.0,0.3,17.2424,2.64,0.0,75.36,0.0,20.4,18.0,0.0,88.0,2648448.0,0.0,194,4
11213,440.0,2022-07-13 05:00:00,0.8,0.0,0.0,23706354.5788,96185.6,2.8262,21.2998329,56.1,255.0,0.0,21.3,0.0,871.56,3.7,6.7910174,22.8,0.3,17.3424,0.0,0.0,45.26,0.0,24.1,17.3,0.0625,71.0,4715712.0,0.0,194,5
11214,1147.0,2022-07-13 06:00:00,1.76,0.0,0.0,23712380.1494,96145.8,2.9251,8.1738576,43.2,255.0,0.0,8.17,0.0,1063.85,3.4,6.7990838,25.0,0.3,17.482,0.0,0.0,42.9,0.0,26.1,16.8,0.25,60.0,5766681.6,0.0,194,6
11215,2392.0,2022-07-13 07:00:00,2.23,0.0,0.0,24134986.1145,96102.1,2.9498,1.8810736,2.16,255.0,0.0,1.88,0.0,1144.73,3.0,6.8090838,26.5,0.3,17.682,0.0,0.0,1.29,0.0,27.8,16.4,0.0625,54.0,10176912.0,0.0,194,7
11216,3178.0,2022-07-13 08:00:00,2.2,0.0,0.0,21238143.8327,96078.4,3.0695,11.3500551,11.55,255.0,0.1373156,3.13,0.0001,1193.55,3.1,6.8210174,27.4,0.3,17.9287,10.25,0.0,0.0,0.0,28.5,16.4,0.0,51.0,13239504.0,0.0,194,8
11217,3629.0,2022-07-13 09:00:00,1.71,0.0,0.0,21327381.2174,96033.0,3.432,60.5040336,61.28,255.0,0.1373156,8.17,0.0001,1206.28,3.2,6.8310174,27.9,0.3,18.1149,60.5,0.0,5.32,0.0,28.8,16.4,0.0,50.0,16273152.0,0.0,194,9
11218,3587.0,2022-07-13 10:00:00,0.92,0.0,0.0,21800555.4963,96015.0,3.6097,93.4920731,93.58,255.0,0.1373156,9.59,0.0,1511.77,3.3,6.8410174,26.6,0.3,18.2763,93.49,0.0,0.52,0.0,26.9,17.4,0.0,58.0,18289512.0,0.0,194,10
11219,3385.0,2022-07-13 12:00:00,2.08,0.0,0.0,23985809.8169,95962.9,0.0,22.1145785,22.47,255.0,0.0,5.74,0.0001,1025.43,4.2,6.9661975,24.8,0.3,18.3372,22.11,0.0,0.11,0.0,24.6,17.1,0.0,64.0,0.0,0.0,194,12
11220,3409.0,2022-07-13 13:00:00,1.18,0.0,0.0,24135163.4445,95973.4,0.2811,90.6688876,90.82,255.0,0.0,4.71,0.0,1181.98,4.8,6.9887095,24.7,0.3,18.4403,90.67,0.0,4.88,0.0,24.8,17.8,0.0625,67.0,3483648.0,0.0,194,13
11221,2412.0,2022-07-13 14:00:00,0.29,0.0,0.0,18109732.0973,95948.5,0.75,80.6092438,80.61,255.0,0.4671369,0.59,0.0003,680.32,3.7,6.9887095,21.4,0.3,18.5048,80.61,0.0,3.99,0.0,21.0,17.8,0.375,81.0,3483648.0,0.0,194,14
11222,2427.0,2022-07-13 15:00:00,0.86,0.0,0.0,12133586.8192,95960.3,2.5965,48.9161914,84.09,255.0,0.6044524,21.65,0.0006,521.86,4.6,7.0282643,19.4,0.3,18.4048,48.92,0.0,84.03,0.0,18.9,18.3,1.1875,93.0,3546792.0,0.0,194,15
11223,1259.0,2022-07-13 16:00:00,0.45,0.0,0.0,24134711.5173,95963.3,4.0273,75.2890471,81.96,255.0,0.0,68.71,0.0001,397.72,1.2,7.0282643,18.7,0.3,18.3864,40.9,0.0,66.45,0.0,18.1,17.8,0.75,94.0,3555072.0,0.0,194,16
11224,720.0,2022-07-13 17:00:00,0.28,0.0,0.0,24134981.8634,95928.7,4.3836,38.3472839,38.35,255.0,0.0,38.17,0.0,241.45,1.2,7.0282643,18.1,0.3,18.2606,31.14,0.0,5.93,0.0,17.6,17.3,0.5,95.0,3555072.0,0.0,194,17
11225,563.0,2022-07-13 18:00:00,0.45,0.0,0.0,24134944.6243,95926.5,4.4578,38.1532617,38.92,255.0,0.0,38.15,0.0,153.46,1.2,7.0282643,17.4,0.3,18.1606,26.87,0.0,0.25,0.0,16.8,16.6,0.0625,95.0,3973824.0,0.0,194,18
11226,109.0,2022-07-13 19:00:00,0.76,0.0,0.0,22084934.924,95938.4,4.6875,6.9585424,10.62,255.0,0.2490404,5.17,0.0,42.39,1.1,7.0531683,16.8,0.3,18.0356,4.77,0.0,4.74,0.0,16.1,15.9,0.125,94.0,3973824.0,0.0,194,19
11234,19.0,2022-07-14 03:00:00,0.63,0.0,0.0,24135250.7629,95758.3,0.0,0.3327981,0.33,255.0,0.0,0.33,0.0,270.85,2.1,7.0992237,19.7,0.3,17.084,0.0,0.0,0.0,0.0,19.8,17.7,0.0,89.0,1921075.2,0.0,195,3
11235,158.0,2022-07-14 04:00:00,1.24,0.0,0.0,24134979.9164,95734.6,0.0,0.2276485,0.23,255.0,0.0,0.23,0.0,518.64,3.3,7.1038951,21.9,0.3,17.1236,0.0,0.0,0.0,0.0,22.5,17.6,0.0,76.0,3642624.0,0.0,195,4
11236,588.0,2022-07-14 05:00:00,1.59,0.0,0.0,24134776.3397,95678.7,0.0,2.3535531,2.35,255.0,0.0,2.2,0.0,637.53,3.4,7.1133542,25.2,0.3,17.2849,0.26,0.0,0.0,0.0,26.3,16.5,0.0,59.0,5883148.8,0.0,195,5
11237,1541.0,2022-07-14 06:00:00,1.65,0.0,0.0,24134851.9897,95649.0,0.0,14.146307,14.15,255.0,0.0,14.15,0.0,705.43,3.0,7.121981,27.4,0.3,17.4849,0.0,0.0,0.0,0.0,28.7,15.7,0.0,49.0,7106054.4,0.0,195,6
11238,2479.0,2022-07-14 07:00:00,1.45,0.0,0.0,24135290.8157,95607.4,0.0,9.1165251,9.12,255.0,0.0,9.12,0.0,752.24,2.7,7.1217336,28.9,0.3,17.7849,0.04,0.0,0.0,0.0,30.4,15.2,0.0,43.0,11402956.8,0.0,195,7
11239,3138.0,2022-07-14 08:00:00,1.53,0.0,0.0,24134964.9124,95552.6,0.0,24.8047568,24.8,255.0,0.0,24.8,0.0,793.18,3.5,7.1317336,30.0,0.3,18.0712,0.28,0.0,0.0,0.0,31.5,14.6,0.0,39.0,14441932.8,0.0,195,8
11240,3649.0,2022-07-14 09:00:00,1.63,0.0,0.0,24135056.3477,95483.6,0.0,85.6488958,85.65,255.0,0.0,85.65,0.0,761.04,3.8,7.141981,30.8,0.3,18.3712,0.8,0.0,0.0,0.0,32.1,14.0,0.0,36.0,17466220.8,0.0,195,9
11241,3886.0,2022-07-14 10:00:00,2.37,0.0,0.0,24134952.3956,95411.8,0.0,97.8335833,97.83,255.0,0.0,97.83,0.0,744.47,4.3,7.151981,30.7,0.3,18.6261,7.79,0.0,0.0,0.0,31.4,13.7,0.0,35.0,20024308.8,0.0,195,10
11242,1346.0,2022-07-14 12:00:00,1.09,0.0,0.0,24135131.9382,95499.7,0.0,100.0,100.0,255.0,0.0,100.0,0.0,747.63,2.4,7.0684544,22.9,0.3,18.7221,99.55,0.0,1.22,0.0,22.1,16.8,0.0,68.0,0.0,0.0,195,12
11243,2916.0,2022-07-14 13:00:00,1.03,0.0,0.0,24134702.1973,95442.2,0.0,91.4783112,91.48,255.0,0.0,91.46,0.0,651.15,1.2,7.082186,22.1,0.3,18.7221,68.28,0.0,0.0,0.0,21.4,16.9,0.0,72.0,262224.0,0.0,195,13
11244,1560.0,2022-07-14 14:00:00,0.95,0.0,0.0,24134972.7966,95352.1,0.0,4.907108,5.6,255.0,0.0,4.91,0.0,936.96,2.9,7.1233316,23.6,0.3,18.7865,1.02,0.0,1.83,0.0,23.6,17.9,0.0,71.0,1334232.0,0.0,195,14
11245,1383.0,2022-07-14 15:00:00,0.62,0.0,0.0,24134994.136,95307.6,0.0,5.9337458,11.33,255.0,0.0,5.93,0.0,1278.49,1.1,7.1233316,23.3,0.3,18.8616,0.56,0.0,10.18,0.0,22.8,18.9,0.0,76.0,2111040.0,0.0,195,15
11246,437.0,2022-07-14 16:00:00,0.43,0.0,0.0,24135186.9064,95351.8,0.0,49.4533388,65.93,255.0,0.0,42.97,0.0,834.42,1.3,7.1233316,20.9,0.3,18.7865,13.53,0.0,31.04,0.0,19.9,17.4,0.0,81.0,2272320.0,0.0,195,16
11247,296.0,2022-07-14 17:00:00,0.25,0.0,0.0,24134820.5994,95320.7,0.0,66.1722181,66.17,255.0,0.0,66.17,0.0,591.06,1.2,7.1233316,20.0,0.3,18.7728,2.11,0.0,4.5,0.0,18.9,16.3,0.0,80.0,2272320.0,0.0,195,17
11248,72.0,2022-07-14 18:00:00,0.4,0.0,0.0,24134986.9781,95271.2,0.0,64.2589057,64.26,255.0,0.0,64.26,0.0,317.88,1.3,7.1233316,19.7,0.3,18.6865,6.31,0.0,3.33,0.0,18.7,15.6,0.0,77.0,2577139.2,0.0,195,18
11258,53.0,2022-07-15 04:00:00,1.06,0.0,0.0,24134707.5195,94857.3,0.0358,89.9157208,99.74,255.0,0.0,89.92,0.0,206.79,6.7,7.1883195,21.2,0.3,18.1144,3.84,0.0,97.94,0.0,21.0,15.1,0.0,69.0,380736.0,0.0,196,4
11259,155.0,2022-07-15 05:00:00,3.18,0.0,0.0,24134993.4296,94850.6,0.0358,96.0191453,100.0,255.0,0.0,96.02,0.0,576.0,10.7,7.1983195,25.1,0.3,18.2144,5.34,0.0,100.0,0.0,25.5,14.6,0.0,53.0,2065651.2,0.0,196,5
11280,11.0,2022-07-16 03:00:00,-0.06,0.0,0.0,22541922.4524,94985.2,0.0,76.8601942,76.86,255.0,0.0,0.0,0.0,10.03,6.1,7.2220109,15.9,0.3,16.9398,76.86,0.0,0.0,0.0,16.3,14.3,0.0,91.0,1833753.6,0.0,197,3
11281,29.0,2022-07-16 04:00:00,-0.59,0.0,0.0,22414295.8903,95002.8,0.0222,95.5701433,95.57,1.0,0.613644,0.0,0.0,21.29,7.4,7.2255651,16.4,0.3,16.8794,95.57,0.0,0.0,0.0,16.8,14.2,0.0,87.0,3075840.0,0.0,197,4
11282,14.0,2022-07-16 05:00:00,-1.0,0.0,0.0,23872702.1111,95045.3,0.0983,96.9689345,96.97,1.0,0.7509596,0.0,0.0,23.32,8.0,7.2320109,16.4,0.3,16.8012,96.97,0.0,0.0,0.0,16.7,14.1,0.0625,87.0,4083955.2,0.0,197,5
11294,29.0,2022-07-16 18:00:00,-1.0,0.0,0.0,24134931.7627,95359.9,0.1094,0.2003199,10.36,255.0,0.0,0.0,0.0,0.0,1.3,7.4877904,15.0,0.3,17.0448,0.2,0.0,10.36,0.0,14.3,14.5,0.0,97.0,5263545.6,0.0,197,18
11304,187.0,2022-07-17 04:00:00,-1.54,0.0,0.0,24135185.3256,95524.8,0.0,12.9683832,13.91,255.0,0.0,12.97,0.0,0.0,4.0,7.4877904,20.4,0.3,15.8996,0.0,0.0,5.8,0.0,21.4,15.2,0.0,72.0,3583872.0,0.0,198,4
11305,521.0,2022-07-17 05:00:00,-2.43,0.0,0.0,24135244.9768,95498.3,0.0,23.8914724,23.89,255.0,0.0,23.89,0.0,0.39,4.1,7.4745868,22.2,0.3,16.0189,0.0,0.0,0.52,0.0,23.2,14.5,0.0,62.0,5831308.8,0.0,198,5
11306,1053.0,2022-07-17 06:00:00,-2.18,0.0,0.0,24134875.5981,95470.4,0.0,32.2095077,32.55,255.0,0.0,32.21,0.0,6.21,3.4,7.4745868,23.6,0.3,16.2189,0.0,0.0,1.89,0.0,24.9,14.1,0.0,55.0,7048742.4,0.0,198,6
11307,2539.0,2022-07-17 07:00:00,-2.27,0.0,0.0,24134952.3361,95470.5,0.0,8.8821167,8.88,255.0,0.0,8.88,0.0,4.56,3.3,7.4767678,24.8,0.3,16.4189,0.0,0.0,8.14,0.0,26.2,13.6,0.0,50.0,11361052.8,0.0,198,7
11308,3294.0,2022-07-17 08:00:00,-2.29,0.0,0.0,24134976.4984,95475.7,0.0,5.1090482,28.64,255.0,0.0,5.11,0.0,32.34,3.0,7.4845868,25.8,0.3,16.6189,0.0,0.0,28.51,0.0,27.1,13.2,0.0,46.0,14434804.8,0.0,198,8
11309,3847.0,2022-07-17 09:00:00,-2.4,0.0,0.0,24135334.0179,95466.5,0.0,23.9735647,49.88,255.0,0.0,12.74,0.0,80.82,3.2,7.5015219,26.4,0.3,16.9052,19.26,0.0,42.52,0.0,27.7,12.9,0.0,43.0,17475436.8,0.0,198,9
11310,4021.0,2022-07-17 10:00:00,-2.44,0.0,0.0,24135335.4965,95445.9,0.0,39.8260011,57.88,255.0,0.0,5.0,0.0,90.64,3.0,7.5015219,26.9,0.3,17.1052,39.83,0.0,37.41,0.0,27.9,12.7,0.0,42.0,20319868.8,0.0,198,10
11311,3173.0,2022-07-17 12:00:00,-2.78,0.0,0.0,24134995.9503,95446.8,0.0,40.4757429,95.91,255.0,0.0,6.28,0.0,140.05,3.0,7.5927231,26.2,0.3,17.631,40.48,0.0,95.91,0.0,26.7,13.5,0.0,46.0,0.0,0.0,198,12
11312,3039.0,2022-07-17 13:00:00,-3.13,0.0,0.0,24134887.9272,95457.7,0.0,88.0139469,88.99,255.0,0.0,88.01,0.0,314.04,4.1,7.5927231,25.3,0.3,17.7448,52.91,0.0,77.7,0.0,25.2,15.1,0.0,53.0,3095424.0,0.0,198,13
11313,2294.0,2022-07-17 14:00:00,-2.71,0.0,0.0,24134955.3574,95465.6,0.0,73.5633892,87.72,255.0,0.0,66.92,0.0,351.26,5.9,7.6176271,23.7,0.3,17.8843,41.1,0.0,40.89,0.0,23.3,16.0,0.0,62.0,3551904.0,0.0,198,14
11314,1947.0,2022-07-17 15:00:00,-1.78,0.0,0.0,24134908.4778,95440.6,0.0,45.5168478,100.0,255.0,0.0,45.52,0.0,371.47,3.6,7.6176271,21.6,0.3,17.8843,1.38,0.0,100.0,0.0,21.2,16.9,0.0,75.0,3700800.0,0.0,198,15
11315,1012.0,2022-07-17 16:00:00,-1.53,0.0,0.0,23732690.9141,95468.7,0.0311,99.9014545,100.0,255.0,0.0,99.9,0.0,239.51,2.0,7.6201252,19.3,0.3,17.8843,0.0,0.0,100.0,0.0,18.5,16.3,0.0,83.0,3700800.0,0.0,198,16
11316,332.0,2022-07-17 17:00:00,-1.15,0.0,0.0,21251122.9226,95519.3,0.3208,99.975096,99.98,255.0,0.1373156,99.98,0.0002,187.33,1.2,7.6338568,17.6,0.3,17.8036,2.39,0.0,83.35,0.0,16.9,15.9,0.25,90.0,3700800.0,0.0,198,17
11317,128.0,2022-07-17 18:00:00,-1.0,0.0,0.0,21479256.7619,95533.4,1.0635,93.8237537,98.43,255.0,0.1373156,93.82,0.0002,135.81,1.0,7.6338568,16.9,0.3,17.6899,4.21,0.0,93.42,0.0,16.3,15.9,0.6875,94.0,4194086.4,0.0,198,18
11327,110.0,2022-07-18 04:00:00,-0.24,0.0,0.0,24135162.6099,95601.7,0.0156,18.293214,18.43,255.0,0.0,8.13,0.0,231.78,2.0,7.6734116,19.7,0.3,16.6255,18.29,0.0,0.0,0.0,20.2,16.3,0.0,81.0,3049920.0,0.0,199,4
11328,458.0,2022-07-18 05:00:00,0.15,0.0,0.0,21306652.541,95574.3,0.0807,7.0379834,7.23,255.0,0.1373156,5.42,0.0001,264.76,2.2,7.6734116,22.5,0.3,16.7255,6.98,0.0,0.0,0.0,24.0,15.7,0.0,66.0,5267289.6,0.0,199,5
11329,1245.0,2022-07-18 06:00:00,0.4,0.0,0.0,18412053.9452,95557.0,0.542,5.0,5.0,255.0,0.355412,2.91,0.0002,386.45,1.5,7.6734116,23.8,0.3,16.8981,4.73,0.0,0.0,0.0,25.4,16.3,0.25,64.0,6399014.4,0.0,199,6
11330,1516.0,2022-07-18 07:00:00,-0.11,0.0,0.0,16262680.9818,95572.2,1.2301,4.8691421,5.0,1.0,0.613644,1.54,0.0002,591.15,1.1,7.6734116,23.7,0.3,17.0276,4.86,0.0,0.0,0.0,24.4,17.5,0.875,69.0,10746489.6,0.0,199,7
11331,2574.0,2022-07-18 08:00:00,0.0,0.0,0.0,11899109.435,95587.0,2.0025,5.4922775,5.56,1.0,1.0,0.75,0.0002,604.72,1.4,7.6734116,23.4,0.3,17.1728,5.49,0.0,0.0,0.0,24.5,17.5,0.8125,70.0,13780065.6,0.0,199,8
11332,3739.0,2022-07-18 09:00:00,-0.26,0.0,0.0,20469593.6785,95587.8,2.7796,12.4942266,12.49,255.0,0.386356,0.0,0.0,654.65,1.6,7.6734116,24.2,0.3,17.3123,12.49,0.0,0.0,0.0,26.1,17.6,0.5625,67.0,16795641.6,0.0,199,9
11333,3983.0,2022-07-18 10:00:00,-0.37,0.0,0.0,24135208.9966,95542.7,2.9482,41.673678,41.67,255.0,0.0,0.0,0.0,477.63,1.7,7.6983156,25.6,0.3,17.5133,41.67,0.0,0.0,0.0,27.7,16.1,0.125,56.0,19583409.6,0.0,199,10
11334,1542.0,2022-07-18 12:00:00,0.91,0.0,0.0,24135154.7821,95474.1,0.0,87.3438526,87.34,255.0,0.0,0.0,0.0,429.47,2.9,7.6466692,25.5,0.3,18.0226,87.34,0.0,0.0,0.0,25.7,15.4,0.0,54.0,0.0,0.0,199,12
11335,2808.0,2022-07-18 13:00:00,0.44,0.0,0.0,24135146.283,95453.0,0.0,92.9477581,92.95,255.0,0.0,0.0,0.0,784.45,3.3,7.6684788,24.6,0.3,18.184,92.95,0.0,0.0,0.0,24.3,17.2,0.0,64.0,1452384.0,0.0,199,13
11336,2852.0,2022-07-18 14:00:00,0.35,0.0,0.0,24135195.6635,95449.0,0.0,87.0198735,87.02,1.0,0.3955476,0.0,0.0,833.34,3.6,7.6684788,23.1,0.3,18.2307,87.02,0.0,0.0,0.0,22.6,17.7,0.0,72.0,1589760.0,0.0,199,14
11337,2094.0,2022-07-18 15:00:00,0.69,0.0,0.0,22976328.5721,95447.3,0.0,37.8843254,38.1,255.0,0.0,0.25,0.0,689.64,4.3,7.6684788,22.1,0.3,18.2444,37.88,0.0,0.02,0.0,21.6,17.7,0.0,76.0,1744992.0,0.0,199,15
11338,1150.0,2022-07-18 16:00:00,0.8,0.0,0.0,24134949.707,95434.2,0.0,1.0686726,67.79,255.0,0.0,0.0,0.0,432.89,2.8,7.6684788,20.4,0.3,18.2307,1.07,0.0,67.11,0.0,19.6,17.2,0.0,82.0,1862640.0,0.0,199,16
11339,309.0,2022-07-18 17:00:00,0.61,0.0,0.0,24134920.1401,95434.7,0.0,0.0,72.2,255.0,0.0,0.0,0.0,175.8,2.1,7.6684788,18.7,0.3,18.184,0.0,0.0,72.2,0.0,17.8,16.3,0.0,86.0,1862640.0,0.0,199,17
11340,92.0,2022-07-18 18:00:00,0.29,0.0,0.0,24135026.2222,95387.4,0.0,2.7361913,75.09,255.0,0.0,2.74,0.0,31.9,4.0,7.6684788,18.0,0.3,18.084,0.0,0.0,75.09,0.0,17.2,15.8,0.0,87.0,2112220.8,0.0,199,18
11349,31.0,2022-07-19 03:00:00,3.84,0.0,0.0,15433894.5296,94947.1,0.4764,0.0,0.54,1.0,0.8626844,0.0,0.0001,0.0,16.0,7.7329376,19.6,0.3,17.7026,0.0,0.0,0.54,0.0,19.3,15.8,0.3125,79.0,1564646.4,0.0,200,3
11350,197.0,2022-07-19 04:00:00,3.68,0.0,0.0,23822903.6702,94884.0,0.6714,25.3071925,25.31,255.0,0.0,25.31,0.0,66.14,12.5,7.7329376,21.6,0.3,17.7244,0.0,0.0,0.0,0.0,21.7,16.4,0.25,72.0,3266208.0,0.0,200,4
11351,345.0,2022-07-19 05:00:00,4.85,0.0,0.0,24134831.0608,94819.0,0.6714,3.9089775,3.91,255.0,0.0,3.91,0.0,108.82,9.5,7.7329376,25.0,0.3,17.8382,0.0,0.0,0.0,0.0,25.4,14.9,0.0,54.0,5481561.6,0.0,200,5
11352,1304.0,2022-07-19 06:00:00,4.91,0.0,0.0,24135077.2018,94817.5,0.6714,0.0,0.0,255.0,0.0,0.0,0.0,317.68,8.6,7.7329376,27.4,0.3,17.9849,0.0,0.0,0.0,0.0,28.1,14.8,0.0,46.0,6644793.6,0.0,200,6
11353,2056.0,2022-07-19 07:00:00,4.41,0.0,0.0,24135118.9728,94832.2,0.6714,0.0,0.45,255.0,0.0,0.0,0.0,552.15,9.0,7.7684788,29.1,0.3,18.26,0.0,0.0,0.45,0.0,30.0,14.9,0.0,42.0,10972857.6,0.0,200,7
