,fact,dt,10_metre_V_wind_component,Snow_density,Snowfall,Visibility,Surface_pressure,Convective_precipitation,Visual_cloud_cover,Total_cloud_cover,Precipitation_type,Instantaneous_10_metre_wind_gust,Medium_cloud_cover,Total_precipitation_rate,Convective_available_potential_energy,10_metre_U_wind_component,Skin_temperature,2_metre_temperature,Surface_solar_radiation_downwards,Wind_speed,Low_cloud_cover,Snow_depth,High_cloud_cover,Evaporation,Wind_Direction,2_metre_dewpoint_temperature,Total_precipitation,2_metre_relative_humidity,Clear_sky_direct_solar_radiation_at_surface,Snow_height,dayofyear,hours
7,139.0,2021-02-09 07:00:00,0.05,192.1064,0.0,16902.6736,95516.7,0.0,0.8232566,0.82,5.0,10.5,0.0,0.0,0.0,4.45,-24.0,-25.7,1072360.0,4.5,0.82,0.0984,0.0,-2.04e-05,269.0,-30.6,0.0,61.0,860606.35,511.8944,40,7
8,535.0,2021-02-09 08:00:00,0.04,192.1083,0.0001,14533.5431,95562.7,0.0,0.7833187,0.78,5.0,10.4,0.0,0.0,0.0,4.39,-22.5,-24.5,1285180.0,4.4,0.78,0.0984,0.0,-2.48e-05,269.0,-29.8,0.0001,58.0,1074869.7500000002,511.8899,40,8
9,1127.0,2021-02-09 09:00:00,0.06,192.1103,0.0001,17969.0193,95588.1,0.0,0.7335843,0.73,5.0,10.5,0.0,0.0,0.0,4.42,-21.4,-23.4,1405590.0,4.4,0.73,0.0984,0.0,-3e-05,269.0,-28.9,0.0001,57.0,1153635.1599999997,511.8848,40,9
10,1429.0,2021-02-09 10:00:00,0.13,192.128,0.0001,19345.3702,95599.9,0.0,0.7117862,0.71,5.0,10.2,0.0,0.0,0.0,4.31,-21.1,-22.7,1299690.0,4.3,0.71,0.0984,0.0,-3.54e-05,268.0,-28.2,0.0001,58.0,1059176.0299999998,511.8382,40,10
11,1646.0,2021-02-09 11:00:00,0.13,192.1459,0.0001,21472.0807,95637.2,0.0,0.6078869,0.61,5.0,9.9,0.0,0.0,0.0,4.2,-21.6,-22.5,1027000.0,4.2,0.61,0.0984,0.0,-4.02e-05,268.0,-27.8,0.0001,59.0,811923.5500000007,511.7909,40,11
12,1600.0,2021-02-09 12:00:00,0.29,192.1772,0.0,17458.6545,95717.5,0.0,0.7698014,0.77,5.0,9.9,0.0,0.0,0.0,4.45,-23.0,-22.8,0.0,4.5,0.77,0.0984,0.0,0.0,266.0,-27.5,0.0,63.0,0.0,511.7073,40,12
13,1340.0,2021-02-09 13:00:00,0.73,192.1872,0.0,10906.3608,95773.7,0.0,0.7025471,0.7,5.0,9.7,0.0,0.0,0.0,4.25,-24.2,-23.8,177287.0,4.3,0.7,0.0984,0.0,-5.6e-06,260.0,-27.4,0.0,70.0,114201.9,511.6813,40,13
14,696.0,2021-02-09 14:00:00,0.84,192.1469,0.0,5487.022,95851.5,0.0,0.7386667,0.75,5.0,9.3,0.0,0.0,0.0,4.04,-24.7,-24.4,483.909,4.1,0.74,0.0984,0.04,-9.4e-06,258.0,-27.6,0.0,73.0,91.10000000000582,511.7899,40,14
15,92.0,2021-02-09 15:00:00,0.87,192.095,0.0,4619.3018,95949.0,0.0,0.9735655,0.97,5.0,9.4,0.0,0.0,0.0,4.08,-25.3,-25.0,38.1293,4.2,0.97,0.0984,0.0,-1.21e-05,258.0,-28.1,0.0,73.0,73.80000000000291,511.9307,40,15
31,55.0,2021-02-10 07:00:00,-0.37,189.9607,0.0005,27634.1698,96189.7,0.0,1.0,1.0,5.0,2.5,1.0,0.0,0.0,-0.78,-17.9,-19.5,544129.0,0.9,0.0,0.0978,0.99,-5e-06,60.0,-25.3,0.0005,57.0,802170.9799999999,514.3176,41,7
32,273.0,2021-02-10 08:00:00,-0.39,189.2742,0.0006,31188.9899,96121.5,0.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,-1.04,-15.7,-17.7,816159.0,1.1,0.0,0.098,0.96,-7.7e-06,67.0,-23.8,0.0006,56.0,1006990.0000000002,517.463,41,8
33,283.0,2021-02-10 09:00:00,-0.77,188.6643,0.0007,27868.7115,96095.2,0.0,0.9597884,0.97,5.0,2.7,0.96,0.0,0.0,-0.63,-14.5,-16.3,788870.0,1.1,0.0,0.098,0.87,-1.04e-05,37.0,-22.4,0.0007,56.0,1063649.27,519.1335,41,9
34,357.0,2021-02-10 10:00:00,-0.52,187.6341,0.0009,20380.0884,96049.8,0.0,1.0,1.0,5.0,2.5,1.0,0.0001,0.0,-0.82,-14.9,-15.7,510559.0,1.0,0.02,0.0983,0.83,-1.22e-05,55.0,-21.2,0.0009,60.0,970484.94,523.2795,41,10
35,271.0,2021-02-10 11:00:00,-1.45,185.566,0.0013,16742.3636,96036.2,0.0,0.9850017,0.99,5.0,3.6,0.99,0.0001,0.0,-0.76,-15.5,-15.5,290541.0,1.7,0.18,0.0987,0.01,-1.32e-05,27.0,-20.3,0.0013,64.0,734214.0999999996,531.7164,41,11
36,139.0,2021-02-10 12:00:00,-1.22,185.7113,0.0,23682.7606,96020.4,0.0,0.9643957,0.96,5.0,4.1,0.96,0.0001,0.0,-1.57,-15.3,-14.8,0.0,2.0,0.68,0.0987,0.0,0.0,52.0,-19.5,0.0,65.0,0.0,531.2998,41,12
37,87.0,2021-02-10 13:00:00,-0.48,184.8538,0.0002,24962.939,96009.7,0.0,0.9296875,0.93,5.0,4.2,0.93,0.0,7.46,-1.96,-16.3,-15.1,79747.1,2.0,0.82,0.099,0.0,2e-07,77.0,-18.9,0.0002,70.0,98374.19,535.0632,41,13
38,14.0,2021-02-10 14:00:00,0.08,184.2678,0.0003,26518.8618,96005.4,0.0,0.9162314,0.93,5.0,4.8,0.92,0.0,1.55,-2.26,-16.3,-15.3,475.487,2.3,0.8,0.099,0.0,1.1e-06,92.0,-18.6,0.0003,73.0,153.41999999999825,536.7783,41,14
76,29.0,2021-02-12 09:00:00,-0.02,166.3374,0.003,9416.5422,95847.9,0.0,0.9744881,0.97,5.0,1.8,0.26,0.0,0.0,-0.55,-3.6,-4.5,496465.0,0.6,0.97,0.1057,0.0,2.21e-05,87.0,-7.8,0.003,76.0,1088628.1800000002,634.5456,43,9
77,73.0,2021-02-12 10:00:00,-0.17,166.5297,0.0031,11293.8848,95852.9,0.0,0.9797205,0.98,5.0,1.8,0.17,0.0,0.0,-0.39,-3.6,-3.8,382789.0,0.5,0.98,0.1057,0.0,2.68e-05,52.0,-7.5,0.0031,73.0,1006476.7200000002,633.814,43,10
78,61.0,2021-02-12 11:00:00,-0.16,166.7385,0.0031,12914.4789,95859.6,0.0,0.9818338,0.98,5.0,2.0,0.09,0.0,0.0,-0.5,-4.3,-4.0,256536.0,0.6,0.98,0.1057,0.0,2.84e-05,61.0,-7.0,0.0031,77.0,775272.71,633.0207,43,11
79,47.0,2021-02-12 12:00:00,0.88,167.8687,0.0,9794.2254,95924.3,0.0,0.9920847,0.99,5.0,2.7,0.02,0.0,0.0,-1.04,-5.2,-4.2,0.0,1.4,0.99,0.1055,0.0,0.0,130.0,-6.5,0.0,82.0,0.0,627.7412,43,12
80,37.0,2021-02-12 13:00:00,1.26,168.0664,0.0,7507.86,95908.8,0.0,0.9874775,0.99,5.0,2.9,0.01,0.0,0.04,-0.3,-6.2,-4.3,59657.8,1.3,0.99,0.1055,0.0,1.1e-06,166.0,-5.6,0.0,90.0,119045.92,627.0037,43,13
81,18.0,2021-02-12 14:00:00,1.5,168.2699,0.0,4475.5511,95945.1,0.0,0.9996916,1.0,5.0,3.4,0.0,0.0,1.31,0.16,-5.8,-3.8,847.16,1.5,1.0,0.1055,0.0,5.7e-06,186.0,-4.1,0.0,97.0,557.6999999999971,626.2461,43,14
99,43.0,2021-02-13 08:00:00,1.98,172.5028,0.0,44075.2638,95809.4,0.0,0.9242022,0.99,0.0,6.3,0.92,0.0,0.0,-0.5,2.7,1.9,896472.0,2.1,0.0,0.1048,0.99,2.68e-05,166.0,-4.6,0.0,60.0,1042340.7700000004,606.6449,44,8
100,103.0,2021-02-13 09:00:00,2.25,172.7994,0.0,44057.9692,95769.4,0.0,0.93993,1.0,0.0,6.8,0.94,0.0,0.0,-0.61,3.0,2.5,821311.0,2.3,0.0,0.1048,0.99,1.18e-05,165.0,-3.9,0.0,61.0,1110551.3099999996,605.6063,44,9
101,221.0,2021-02-13 10:00:00,2.31,173.2077,0.0,44040.4556,95733.2,0.0,0.7933087,0.99,0.0,7.0,0.79,0.0,0.0,-0.75,2.9,2.5,790266.0,2.4,0.0,0.1048,0.98,-6.7e-06,162.0,-3.9,0.0,60.0,1024595.41,604.1984,44,10
102,830.0,2021-02-13 11:00:00,3.44,173.7516,0.0,44022.8132,95695.6,0.0,0.8382023,0.98,0.0,8.8,0.84,0.0,0.0,-0.71,2.3,2.3,735297.0,3.5,0.0,0.1048,0.94,-2.92e-05,168.0,-4.1,0.0,60.0,798036.6299999999,602.3458,44,11
103,1327.0,2021-02-13 12:00:00,3.67,174.2683,0.0,44004.5199,95738.2,0.0,0.8810398,0.89,0.0,8.8,0.88,0.0,0.0,-1.09,0.7,1.9,0.0,3.8,0.0,0.1047,0.1,0.0,163.0,-4.1,0.0,62.0,0.0,600.1249,44,12
104,1808.0,2021-02-13 13:00:00,3.07,174.5972,0.0,42408.2298,95696.9,0.0,0.7906409,0.93,0.0,8.1,0.79,0.0,0.0,-1.38,-2.0,-0.3,192991.0,3.4,0.0,0.1047,0.83,-2.01e-05,156.0,-4.8,0.0,68.0,136546.52,598.9938,44,13
105,676.0,2021-02-13 14:00:00,2.91,174.9168,0.0,40350.362,95641.7,0.0,0.4071726,0.97,0.0,7.9,0.41,0.0,0.0,-1.53,-2.9,-1.2,4354.77,3.3,0.01,0.1047,0.97,-3.81e-05,152.0,-4.9,0.0,73.0,1114.640000000014,597.8973,44,14
106,109.0,2021-02-13 15:00:00,2.98,175.2231,0.0,40326.0102,95573.4,0.0,0.0479197,0.99,0.0,8.2,0.04,0.0,0.0,-1.64,-3.3,-1.8,0.0,3.4,0.02,0.1047,0.99,-5.58e-05,151.0,-5.5,0.0,73.0,-92.3300000000163,596.8507,44,15
122,182.0,2021-02-14 07:00:00,2.73,178.8565,0.0002,42113.8111,95526.2,0.0,0.480872,0.48,5.0,10.6,0.0,0.0,0.0,3.47,-4.8,-6.5,1171210.0,4.4,0.48,0.1055,0.0,-0.0001096,232.0,-11.7,0.0002,63.0,933573.78,588.9636,45,7
123,1139.0,2021-02-14 08:00:00,3.16,179.076,0.0002,40348.065,95507.6,0.0,0.9244634,0.92,5.0,12.4,0.0,0.0,0.88,4.32,-4.1,-5.9,1348550.0,5.4,0.92,0.1055,0.0,-0.0001464,234.0,-11.6,0.0002,61.0,1146818.09,588.2412,45,8
124,1832.0,2021-02-14 09:00:00,3.78,179.2854,0.0003,38259.2349,95461.3,0.0,1.0,1.0,5.0,13.1,0.0,0.0,3.47,4.4,-4.5,-5.8,892613.0,5.8,1.0,0.1055,0.0,-0.0001874,229.0,-11.5,0.0003,61.0,1200657.7600000002,587.5348,45,9
125,1700.0,2021-02-14 10:00:00,4.11,179.4806,0.0003,32677.3014,95407.3,0.0,1.0,1.0,5.0,12.3,0.0,0.0,8.58,3.62,-5.3,-6.1,568237.0,5.5,1.0,0.1055,0.0,-0.0002256,221.0,-11.2,0.0003,64.0,1106734.48,586.8967,45,10
126,1564.0,2021-02-14 11:00:00,4.64,179.669,0.0003,26870.897,95371.6,0.0,0.8318708,0.84,5.0,12.9,0.04,0.0,22.8,3.45,-5.9,-6.4,387442.0,5.8,0.83,0.1055,0.0,-0.0002582,217.0,-11.1,0.0003,66.0,853029.8799999999,586.2805,45,11
127,1144.0,2021-02-14 12:00:00,3.95,179.9689,0.0,31986.8112,95438.9,0.0,0.4815215,0.55,5.0,11.3,0.41,0.0,27.16,3.26,-6.8,-6.9,0.0,5.1,0.48,0.1055,0.0,0.0,220.0,-10.5,0.0,72.0,0.0,585.3037,45,12
128,967.0,2021-02-14 13:00:00,3.79,180.1462,0.0,36012.7913,95338.3,0.0,0.9989719,1.0,5.0,9.3,1.0,0.0,0.18,1.31,-8.2,-7.6,202037.0,4.0,0.77,0.1055,0.0,-2.35e-05,199.0,-11.2,0.0,73.0,142530.47,584.7277,45,13
129,550.0,2021-02-14 14:00:00,4.51,180.277,0.0001,28998.9352,95235.9,0.0,0.9283884,0.95,5.0,10.5,0.93,0.0,2.09,0.36,-8.6,-8.0,4810.89,4.5,0.84,0.1055,0.0,-4.25e-05,185.0,-11.1,0.0001,75.0,1415.959999999992,584.3061,45,14
130,189.0,2021-02-14 15:00:00,6.13,180.3539,0.0002,28113.4885,95154.3,0.0,0.9059317,0.94,5.0,15.8,0.91,0.0001,5.84,3.56,-7.4,-6.8,14.3861,7.1,0.79,0.1056,0.0,-5.81e-05,210.0,-9.8,0.0002,77.0,-90.63999999998488,585.0295,45,15
145,15.0,2021-02-15 06:00:00,2.25,180.8013,0.0001,15469.5992,95458.9,0.0,0.8753167,0.88,5.0,9.0,0.01,0.0,0.05,3.04,-14.1,-15.0,492262.0,3.8,0.88,0.1064,0.0,9.3e-06,234.0,-18.1,0.0002,75.0,572377.3099999999,587.7661,46,6
146,299.0,2021-02-15 07:00:00,2.43,180.7452,0.0002,22071.9956,95481.5,0.0,0.9134082,0.91,5.0,10.7,0.0,0.0,0.2,3.96,-12.4,-13.9,886051.0,4.6,0.91,0.1064,0.0,3.7e-06,238.0,-18.1,0.0002,68.0,915548.97,587.9692,46,7
147,892.0,2021-02-15 08:00:00,2.4,180.7371,0.0003,20390.0533,95455.3,0.0,1.0,1.0,5.0,11.6,0.0,0.0,2.96,4.46,-11.8,-13.2,881191.0,5.1,1.0,0.1065,0.0,-8.6e-06,242.0,-18.8,0.0003,59.0,1147460.5599999998,588.4015,46,8
148,2296.0,2021-02-15 09:00:00,2.27,180.7604,0.0003,21145.8195,95448.1,0.0,0.9967947,1.0,5.0,11.6,0.0,0.0,2.38,4.61,-11.9,-13.1,782428.0,5.1,1.0,0.1066,0.0,-2.68e-05,244.0,-19.3,0.0003,56.0,1230991.8800000004,588.87,46,9
149,1136.0,2021-02-15 10:00:00,2.11,180.8035,0.0003,16498.7531,95438.0,0.0,1.0,1.0,5.0,11.2,0.0,0.0,2.23,4.5,-11.9,-13.1,780418.0,5.0,1.0,0.1066,0.0,-4.74e-05,245.0,-19.4,0.0003,55.0,1141088.7399999998,588.7276,46,10
150,1699.0,2021-02-15 11:00:00,1.92,180.8762,0.0004,23754.8523,95437.0,0.0,0.9421155,0.94,5.0,10.7,0.0,0.0,1.07,4.34,-12.8,-13.5,535890.0,4.7,0.94,0.1066,0.0,-6.68e-05,246.0,-19.6,0.0004,56.0,894775.6699999999,588.4917,46,11
151,2533.0,2021-02-15 12:00:00,1.43,181.2036,0.0,24787.4308,95428.1,0.0,0.8552723,0.86,5.0,9.3,0.0,0.0,0.89,4.0,-13.4,-13.4,0.0,4.2,0.86,0.1065,0.0,0.0,250.0,-19.1,0.0,59.0,0.0,586.8865,46,12
152,3058.0,2021-02-15 13:00:00,0.6,181.2903,0.0,39688.329,95439.4,0.0,0.3297219,0.33,5.0,7.5,0.0,0.0,0.02,3.3,-15.0,-14.6,178810.0,3.4,0.33,0.1065,0.0,-1.12e-05,260.0,-19.4,0.0,64.0,165178.52,586.6045,46,13
153,1848.0,2021-02-15 14:00:00,0.46,181.388,0.0,33967.2262,95452.5,0.0,0.0407173,0.04,5.0,5.7,0.0,0.0,0.0,2.37,-17.4,-16.5,8208.47,2.4,0.04,0.1065,0.0,-1.79e-05,259.0,-19.8,0.0,73.0,2490.800000000017,586.2868,46,14
154,615.0,2021-02-15 15:00:00,0.51,181.4873,0.0,32457.3522,95455.4,0.0,0.0057382,0.01,2.94862,4.9,0.0,0.0,0.0,1.83,-19.1,-18.1,0.0,1.9,0.01,0.1065,0.0,-1.74e-05,254.0,-20.9,0.0,77.0,56.66000000000349,585.9659,46,15
155,13.0,2021-02-15 16:00:00,0.72,181.5809,0.0,27600.3246,95455.3,0.0,0.1640512,0.16,5.0,5.0,0.0,0.0,0.0,1.74,-19.9,-19.0,0.0,1.9,0.16,0.1065,0.0,-1.45e-05,247.0,-21.4,0.0,79.0,0.0,585.6639,46,16
170,253.0,2021-02-16 07:00:00,0.39,180.418,0.0002,11122.9859,95675.5,0.0,0.7757841,0.78,5.0,9.2,0.0,0.0,0.0,3.79,-17.9,-20.0,1119820.0,3.8,0.78,0.1069,0.0,-9.8e-06,264.0,-24.9,0.0002,62.0,991258.23,591.9375,47,7
171,957.0,2021-02-16 08:00:00,0.29,180.3973,0.0002,13307.9143,95728.7,0.0,0.8824054,0.88,5.0,10.0,0.0,0.0,0.0,4.24,-17.4,-19.6,1189200.0,4.2,0.88,0.1069,0.0,-1.99e-05,266.0,-25.3,0.0002,58.0,1219877.29,592.0046,47,8
172,1761.0,2021-02-16 09:00:00,0.09,180.4092,0.0002,19729.5367,95750.0,0.0,0.6450953,0.65,5.0,9.8,0.0,0.0,0.0,4.18,-17.5,-19.7,1183160.0,4.2,0.65,0.1069,0.0,-3.18e-05,269.0,-25.4,0.0002,57.0,1287483.96,591.9632,47,9
173,2550.0,2021-02-16 10:00:00,-0.06,180.4517,0.0002,28152.4778,95806.0,0.0,0.495318,0.5,5.0,9.0,0.0,0.0,0.0,3.82,-17.6,-19.6,1274440.0,3.8,0.5,0.1069,0.0,-4.34e-05,271.0,-25.4,0.0002,57.0,1193325.58,591.822,47,10
174,2896.0,2021-02-16 11:00:00,-0.53,180.5144,0.0002,32402.6942,95852.6,0.0,0.2918581,0.29,5.0,8.5,0.0,0.0,0.0,3.56,-18.2,-19.7,1123240.0,3.6,0.29,0.1069,0.0,-5.49e-05,278.0,-25.5,0.0002,57.0,943262.6100000005,591.6155,47,11
175,3347.0,2021-02-16 12:00:00,-1.1,180.4563,0.0,33946.5125,95829.3,0.0,0.3273302,0.33,5.0,7.9,0.0,0.0,0.0,3.37,-19.4,-19.7,0.0,3.6,0.33,0.1069,0.0,0.0,288.0,-25.3,0.0,58.0,0.0,591.793,47,12
176,3246.0,2021-02-16 13:00:00,-0.64,180.532,0.0,29858.722,95891.6,0.0,0.3908012,0.39,5.0,5.9,0.0,0.0,0.0,2.32,-21.3,-20.9,301800.0,2.4,0.39,0.1069,0.0,-1e-05,286.0,-25.2,0.0,65.0,188727.29,591.5448,47,13
177,2401.0,2021-02-16 14:00:00,-0.44,180.6078,0.0,29063.1247,95948.8,0.0,0.1866535,0.19,5.0,4.9,0.0,0.0,0.0,1.86,-23.0,-22.3,12160.9,1.9,0.19,0.1069,0.0,-1.51e-05,283.0,-25.5,0.0,73.0,3898.799999999989,591.2961,47,14
178,878.0,2021-02-16 15:00:00,-0.19,180.6789,0.0,26632.2608,96002.0,0.0,0.1556272,0.16,5.0,4.3,0.0,0.0,0.0,1.63,-24.0,-23.5,-1.68449,1.6,0.16,0.1069,0.0,-1.58e-05,277.0,-26.5,0.0,74.0,-1.6900000000023283,591.0625,47,15
179,17.0,2021-02-16 16:00:00,-0.28,180.747,0.0,25098.7014,96046.9,0.0,0.0936303,0.1,5.0,4.2,0.0,0.0,0.0,1.57,-24.8,-24.3,0.0,1.6,0.09,0.1069,0.01,-1.49e-05,281.0,-27.1,0.0,75.0,0.0,590.8397,47,16
194,197.0,2021-02-17 07:00:00,-1.27,181.4233,0.0,39943.1378,96175.9,0.0,0.9743381,0.99,5.0,4.5,0.97,0.0,0.0,-1.27,-18.1,-19.7,802679.0,1.8,0.0,0.1065,0.82,2e-07,44.0,-25.9,0.0,55.0,985659.82,586.3412,48,7
195,443.0,2021-02-17 08:00:00,-0.68,181.3906,0.0,39005.1885,96192.7,0.0,0.977385,0.99,5.0,3.3,0.98,0.0,0.0,-1.02,-16.3,-18.1,886933.0,1.2,0.0,0.1065,0.7,-2.8e-06,56.0,-24.9,0.0,52.0,1209206.69,586.445,48,8
196,769.0,2021-02-17 09:00:00,-0.22,181.2664,0.0001,34971.8266,96174.4,0.0,0.9967947,1.0,5.0,3.5,1.0,0.0,0.0,-1.22,-15.2,-16.8,902782.0,1.3,0.0,0.1065,0.66,-6.1e-06,82.0,-24.0,0.0001,50.0,1271374.85,586.8454,48,9
197,758.0,2021-02-17 10:00:00,-0.64,181.0346,0.0001,35985.4098,96107.9,0.0,0.9889822,0.99,5.0,4.4,0.99,0.0,0.0,-1.58,-14.5,-15.9,868683.0,1.7,0.0,0.1067,0.82,-1.1e-05,68.0,-23.2,0.0001,50.0,1163125.41,588.5172,48,10
198,770.0,2021-02-17 11:00:00,-0.33,180.9526,0.0002,38813.1464,96092.8,0.0,0.9854031,0.99,5.0,4.3,0.99,0.0,0.0,-1.65,-14.6,-15.5,752518.0,1.7,0.0,0.1067,0.36,-1.67e-05,79.0,-22.7,0.0002,50.0,910413.66,588.7815,48,11
199,621.0,2021-02-17 12:00:00,-0.29,181.0275,0.0,40717.1192,96105.4,0.0,0.8541509,0.93,5.0,5.0,0.85,0.0,0.0,-2.29,-15.9,-15.7,0.0,2.3,0.0,0.107,0.61,0.0,83.0,-22.3,0.0,54.0,0.0,590.3081,48,12
200,409.0,2021-02-17 13:00:00,-0.48,181.0586,0.0,37930.1961,96016.7,0.0,0.9290151,0.95,5.0,4.9,0.93,0.0,0.0,-2.17,-17.9,-17.1,229551.0,2.2,0.0,0.107,0.38,-4.6e-06,78.0,-22.3,0.0,61.0,177531.64,590.2066,48,13
201,186.0,2021-02-17 14:00:00,-0.55,181.0461,0.0,35467.2822,96004.6,0.0,0.9453125,1.0,5.0,5.3,0.95,0.0,0.0,-2.42,-18.7,-17.9,11237.8,2.5,0.0,0.107,1.0,-8.5e-06,77.0,-22.1,0.0,67.0,4182.279999999999,590.2466,48,14
202,43.0,2021-02-17 15:00:00,-1.12,181.0462,0.0001,34842.89,95934.3,0.0,0.955555,1.0,5.0,6.2,0.96,0.0,0.0,-2.63,-18.8,-18.2,75.4846,2.9,0.0,0.107,1.0,-1.22e-05,67.0,-22.1,0.0001,69.0,-4.14000000001397,590.2463,48,15
219,14.0,2021-02-18 08:00:00,-3.72,168.5235,0.0029,16810.1466,94832.1,0.0,0.9656475,0.99,5.0,12.8,0.97,0.0,0.0,-4.13,-14.1,-15.0,589569.0,5.6,0.84,0.1106,0.95,-4.04e-05,48.0,-19.4,0.0029,66.0,1152130.4,655.1231,49,8
220,40.0,2021-02-18 09:00:00,-3.62,168.36,0.0031,17312.4827,94785.9,0.0,0.969478,1.0,5.0,13.4,0.97,0.0,0.0,-4.7,-12.8,-14.1,863897.0,5.9,0.89,0.1107,0.96,-5.16e-05,52.0,-18.9,0.0031,64.0,1222474.08,656.2117,49,9
221,38.0,2021-02-18 10:00:00,-3.63,168.2267,0.0032,15539.9073,94765.6,0.0,0.9689556,1.0,5.0,12.7,0.97,0.0,0.0,-4.24,-12.7,-13.8,788356.0,5.6,0.92,0.1108,0.94,-6.34e-05,49.0,-18.6,0.0032,64.0,1125448.1999999995,657.7225,49,10
222,54.0,2021-02-18 11:00:00,-3.66,168.1417,0.0033,16989.2892,94738.7,0.0,0.9844778,0.99,5.0,12.4,0.98,0.0,0.0,-4.09,-13.0,-13.7,656599.0,5.5,0.92,0.1109,0.69,-7.51e-05,48.0,-18.5,0.0033,64.0,887893.04,658.5109,49,11
223,74.0,2021-02-18 12:00:00,-3.29,168.3338,0.0,24435.8868,94878.7,0.0,0.9844778,0.99,5.0,8.7,0.98,0.0,0.0,-2.3,-13.3,-13.4,0.0,4.0,0.9,0.1112,0.59,0.0,35.0,-18.4,0.0,63.0,0.0,659.8015,49,12
224,39.0,2021-02-18 13:00:00,-2.66,168.189,0.0001,25580.9801,94963.6,0.0,0.9732072,0.98,5.0,6.5,0.97,0.0,0.0,-1.13,-14.3,-13.9,174539.0,2.9,0.87,0.1113,0.19,-7.2e-06,23.0,-18.3,0.0001,66.0,172277.88,660.7809,49,13
225,26.0,2021-02-18 14:00:00,-2.62,168.0472,0.0002,27943.9959,95038.3,0.0,0.9609931,0.97,5.0,5.9,0.96,0.0,0.0,-0.71,-15.3,-14.5,12242.5,2.7,0.77,0.1115,0.0,-1.22e-05,15.0,-18.2,0.0002,71.0,4304.779999999999,662.3743,49,14
243,66.0,2021-02-19 08:00:00,1.91,168.7992,0.0001,13273.9591,95505.8,0.0,0.955555,0.98,5.0,5.7,0.96,0.0,0.0,1.04,-12.1,-14.1,1107080.0,2.2,0.91,0.1105,0.04,1.69e-05,208.0,-18.8,0.0001,65.0,1175994.71,653.6128,50,8
244,107.0,2021-02-19 09:00:00,2.56,168.6974,0.0002,18199.1125,95485.8,0.0,0.9610403,0.98,5.0,7.9,0.96,0.0,0.0,2.07,-11.5,-13.3,1153140.0,3.3,0.93,0.1105,0.0,1.53e-05,219.0,-18.3,0.0002,62.0,1244065.0300000005,654.0107,50,9
245,121.0,2021-02-19 10:00:00,2.89,168.6158,0.0003,17617.1473,95510.7,0.0,0.9816921,0.99,5.0,9.3,0.96,0.0,0.0,2.81,-12.2,-13.5,955058.0,4.0,0.98,0.1107,0.0,1.05e-05,224.0,-18.5,0.0003,63.0,1151641.0599999996,655.3392,50,10
246,85.0,2021-02-19 11:00:00,2.94,168.5568,0.0004,11151.4237,95527.7,0.0,0.9660198,0.98,5.0,9.4,0.95,0.0,0.0,2.94,-13.3,-14.1,706064.0,4.2,0.96,0.1107,0.0,4.1e-06,225.0,-18.9,0.0004,64.0,899888.9400000004,656.0068,50,11
247,75.0,2021-02-19 12:00:00,2.81,168.6447,0.0,9005.0913,95533.3,0.0,0.9526011,0.98,5.0,8.9,0.94,0.0,0.0,2.93,-14.1,-14.4,0.0,4.1,0.95,0.1107,0.0,0.0,226.0,-18.9,0.0,66.0,0.0,655.6629,50,12
248,87.0,2021-02-19 13:00:00,2.55,168.6138,0.0001,6601.4827,95545.9,0.0,0.9376028,0.96,5.0,8.8,0.93,0.0,0.0,3.07,-15.9,-15.8,210643.0,4.0,0.94,0.1108,0.0,-6.7e-06,230.0,-19.5,0.0001,70.0,183385.18,655.8052,50,13
249,105.0,2021-02-19 14:00:00,2.28,168.6071,0.0001,5531.6587,95575.1,0.0,0.9466672,0.97,5.0,7.9,0.84,0.0,0.0,2.78,-17.5,-17.3,16852.5,3.6,0.95,0.1109,0.0,-1.29e-05,231.0,-20.3,0.0001,75.0,5615.700000000012,656.825,50,14
250,40.0,2021-02-19 15:00:00,2.03,168.6368,0.0001,5107.2769,95606.1,0.0,0.8871752,0.89,5.0,7.2,0.05,0.0,0.0,2.48,-19.0,-18.5,-14.3861,3.2,0.89,0.1109,0.0,-1.61e-05,231.0,-21.1,0.0001,79.0,-90.64000000001396,656.7104,50,15
266,20.0,2021-02-20 07:00:00,0.91,166.7039,0.0006,10332.7467,95518.3,0.0,1.0,1.0,5.0,10.1,0.8,0.0,0.11,4.37,-17.6,-18.9,716232.0,4.5,1.0,0.1107,0.0,-5.2e-06,258.0,-24.5,0.0005,58.0,1002595.8,663.0557,51,7
267,118.0,2021-02-20 08:00:00,0.58,166.6499,0.0006,8888.1287,95588.8,0.0,1.0,1.0,5.0,9.7,0.78,0.0,0.0,4.17,-16.7,-18.6,980909.0,4.2,1.0,0.1108,0.0,-1.59e-05,262.0,-25.0,0.0006,53.0,1238433.67,663.7104,51,8
268,173.0,2021-02-20 09:00:00,0.28,166.593,0.0006,9929.7869,95625.5,0.0,0.9976728,1.0,5.0,10.0,0.27,0.0,0.0,4.34,-16.5,-18.4,1155120.0,4.3,1.0,0.1108,0.0,-2.92e-05,266.0,-25.4,0.0006,51.0,1307982.2700000005,663.9362,51,9
